1 20
2 12
3 10
4 7
5 7
6 8
7 7
8 7
9 9
10 9
11 8
12 10
13 10
14 11
15 12
16 13
17 17
18 21
19 22
20 22
21 21
22 22
23 21
24 19
25 21
26 22
27 19
28 20
29 19
30 21
31 32
32 34
